"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14589","5606","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12499","4584","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19164","10643","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15302","7595","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8404","3060","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7404","2394","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11069","6404","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9346","4796","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13494","5332","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11151","3907","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17577","6656","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14867","4779","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26060","15747","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23115","12660","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4195","1185","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3442","811","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50919","21650","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41797","16677","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15117","6795","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12108","5163","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19383","10220","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15915","7756","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6651","2867","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4357","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25876","12336","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22461","10475","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13171","7846","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10384","5716","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8730","4404","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5326","2461","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12475","5107","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8230","3134","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13048","5618","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8588","3156","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14021","5792","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10176","3834","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20183","10226","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12800","5393","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14683","6292","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9065","3442","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15242","6883","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10333","4060","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23767","12655","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17119","8038","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37474","15660","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32072","11879","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37121","13048","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30615","9474","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26245","10015","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25748","8438","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37833","12638","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30662","8722","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17686","6992","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14839","5192","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47790","20096","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36782","13309","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16862","6540","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17386","5475","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7551","3710","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6278","2807","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1688","658","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1363","499","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3554","1583","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2728","1133","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32035","13569","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26636","10066","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21151","7435","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17679","5449","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9227","4166","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8140","3476","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","801","374","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","627","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6228","2550","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5288","1961","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2988","997","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2349","774","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4134","1893","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3598","1437","22568"
