"province","health_sector","visit_date","total_number_vaccines_administered"
"eastern cape","Private Health","2021/05/17 00:00:00","64"
"eastern cape","Private Health","2021/03/18 00:00:00","377"
"gauteng","Private Health","2022/09/04 00:00:00","51"
"limpopo","Public Health","2022/05/12 00:00:00","7901"
"north west","Private Health","2021/12/28 00:00:00","805"
"north west","Private Health","2021/03/11 00:00:00","207"
"northern cape","Private Health","2021/09/05 00:00:00","92"
"free state","Public Health","2022/11/23 00:00:00","313"
"limpopo","Private Health","2021/10/16 00:00:00","621"
"kwazulu-natal","Private Health","2022/09/25 00:00:00","2"
"northern cape","Public Health","2022/04/27 00:00:00","90"
"gauteng","Private Health","2022/08/20 00:00:00","266"
"free state","Private Health","2022/08/03 00:00:00","30"
"eastern cape","Private Health","2022/08/12 00:00:00","107"
"limpopo","Public Health","2021/07/02 00:00:00","18732"
"north west","Public Health","2021/12/13 00:00:00","3842"
"north west","Public Health","2022/07/28 00:00:00","372"
"free state","Public Health","2022/01/18 00:00:00","4463"
"western cape","Public Health","2021/09/26 00:00:00","20"
"limpopo","Private Health","2021/06/28 00:00:00","363"
"free state","Public Health","2022/07/20 00:00:00","918"
"kwazulu-natal","Public Health","2021/12/21 00:00:00","6388"
"gauteng","Public Health","2022/01/10 00:00:00","19977"
"limpopo","Public Health","2022/06/11 00:00:00","249"
"free state","Public Health","2021/05/17 00:00:00","262"
"free state","Private Health","2021/07/15 00:00:00","1641"
"western cape","Public Health","2022/08/29 00:00:00","555"
"mpumalanga","Private Health","2022/08/11 00:00:00","63"
"western cape","Private Health","2021/03/18 00:00:00","165"
"western cape","Public Health","2021/08/13 00:00:00","19163"
"kwazulu-natal","Public Health","2021/10/08 00:00:00","20593"
"kwazulu-natal","Public Health","2021/12/23 00:00:00","4345"
"eastern cape","Public Health","2022/07/19 00:00:00","2403"
"northern cape","Public Health","2022/04/03 00:00:00","1"
"limpopo","Public Health","2022/04/09 00:00:00","652"
"eastern cape","Private Health","2022/01/25 00:00:00","1827"
"free state","Private Health","2022/07/12 00:00:00","71"
"mpumalanga","Public Health","2021/07/25 00:00:00","237"
"kwazulu-natal","Public Health","2022/07/31 00:00:00","216"
"free state","Public Health","2021/02/25 00:00:00","801"
"north west","Public Health","2022/10/03 00:00:00","259"
"limpopo","Private Health","2022/10/06 00:00:00","81"
"limpopo","Private Health","2022/02/03 00:00:00","1143"
"gauteng","Private Health","2021/03/10 00:00:00","975"
"mpumalanga","Public Health","2021/09/21 00:00:00","9134"
"gauteng","Private Health","2021/03/21 00:00:00","12"
"gauteng","Public Health","2022/04/30 00:00:00","1780"
"kwazulu-natal","Public Health","2022/10/25 00:00:00","933"
"eastern cape","Private Health","2022/02/23 00:00:00","1539"
"eastern cape","Public Health","2021/11/21 00:00:00","903"
"mpumalanga","Public Health","2021/10/12 00:00:00","10403"
"kwazulu-natal","Public Health","2021/05/10 00:00:00","1710"
"kwazulu-natal","Private Health","2022/08/23 00:00:00","122"
"limpopo","Public Health","2021/07/11 00:00:00","6"
"western cape","Public Health","2022/03/25 00:00:00","7032"
"northern cape","Public Health","2022/07/23 00:00:00","129"
"northern cape","Public Health","2021/08/29 00:00:00","898"
"mpumalanga","Public Health","2022/01/10 00:00:00","5304"
"eastern cape","Private Health","2021/10/21 00:00:00","3335"
"kwazulu-natal","Private Health","2022/02/11 00:00:00","2454"
"free state","Private Health","2022/01/04 00:00:00","829"
"north west","Private Health","2021/07/24 00:00:00","1074"
"limpopo","Private Health","2021/05/24 00:00:00","43"
"free state","Public Health","2021/11/10 00:00:00","9552"
"limpopo","Private Health","2021/06/08 00:00:00","187"
"free state","Private Health","2022/01/21 00:00:00","1227"
"eastern cape","Private Health","2022/06/07 00:00:00","370"
"mpumalanga","Public Health","2022/07/08 00:00:00","1453"
"kwazulu-natal","Public Health","2022/01/26 00:00:00","10245"
"mpumalanga","Public Health","2022/01/25 00:00:00","4021"
"kwazulu-natal","Public Health","2021/09/28 00:00:00","16047"
"gauteng","Private Health","2022/03/06 00:00:00","714"
"free state","Public Health","2021/08/20 00:00:00","8910"
"free state","Private Health","2021/08/30 00:00:00","3242"
"eastern cape","Private Health","2021/09/15 00:00:00","4588"
"northern cape","Private Health","2021/12/11 00:00:00","157"
"western cape","Private Health","2022/01/05 00:00:00","3127"
"kwazulu-natal","Private Health","2021/10/17 00:00:00","856"
"free state","Private Health","2021/10/04 00:00:00","3415"
"eastern cape","Private Health","2021/09/25 00:00:00","657"
"gauteng","Private Health","2021/12/18 00:00:00","4080"
"western cape","Public Health","2021/04/09 00:00:00","306"
"gauteng","Private Health","2021/10/08 00:00:00","36162"
"kwazulu-natal","Private Health","2022/05/27 00:00:00","766"
"north west","Public Health","2021/05/06 00:00:00","536"
"northern cape","Public Health","2022/08/17 00:00:00","211"
"mpumalanga","Private Health","2022/11/17 00:00:00","3"
"western cape","Private Health","2021/09/02 00:00:00","14727"
"mpumalanga","Private Health","2022/08/24 00:00:00","34"
"eastern cape","Public Health","2022/04/24 00:00:00","254"
"kwazulu-natal","Public Health","2022/04/04 00:00:00","6543"
"eastern cape","Private Health","2021/07/30 00:00:00","4129"
"mpumalanga","Public Health","2021/11/19 00:00:00","5635"
"gauteng","Private Health","2021/12/06 00:00:00","18299"
"eastern cape","Private Health","2022/11/08 00:00:00","21"
"western cape","Public Health","2021/02/20 00:00:00","61"
"western cape","Public Health","2022/06/09 00:00:00","2528"
"free state","Public Health","2021/06/25 00:00:00","6919"
"eastern cape","Public Health","2022/08/22 00:00:00","2455"
"free state","Public Health","2021/05/20 00:00:00","438"
"free state","Private Health","2021/10/07 00:00:00","3278"
"gauteng","Public Health","2022/06/30 00:00:00","2412"
"northern cape","Private Health","2022/01/15 00:00:00","102"
"western cape","Private Health","2022/09/30 00:00:00","55"
"free state","Public Health","2021/09/24 00:00:00","625"
"north west","Private Health","2022/03/04 00:00:00","2567"
"north west","Private Health","2022/06/30 00:00:00","181"
"limpopo","Private Health","2022/11/04 00:00:00","36"
"kwazulu-natal","Private Health","2022/11/23 00:00:00","23"
"mpumalanga","Public Health","2021/07/05 00:00:00","6721"
"northern cape","Private Health","2022/07/10 00:00:00","4"
"limpopo","Private Health","2022/02/04 00:00:00","1142"
"free state","Private Health","2022/06/06 00:00:00","357"
"northern cape","Public Health","2021/09/27 00:00:00","1774"
"free state","Public Health","2022/10/13 00:00:00","367"
"mpumalanga","Public Health","2022/11/28 00:00:00","501"
"western cape","Public Health","2022/06/29 00:00:00","1113"
"limpopo","Public Health","2022/03/05 00:00:00","430"
"limpopo","Private Health","2022/04/27 00:00:00","120"
"northern cape","Public Health","2022/10/06 00:00:00","59"
"north west","Public Health","2021/05/25 00:00:00","3058"
"eastern cape","Public Health","2021/09/21 00:00:00","18004"
"western cape","Private Health","2021/08/03 00:00:00","11133"
"north west","Public Health","2021/07/19 00:00:00","9486"
"free state","Private Health","2022/08/20 00:00:00","2"
"eastern cape","Private Health","2022/05/08 00:00:00","1"
"kwazulu-natal","Private Health","2022/05/15 00:00:00","77"
"kwazulu-natal","Private Health","2022/05/10 00:00:00","1211"
"north west","Public Health","2022/11/04 00:00:00","344"
"mpumalanga","Public Health","2021/05/29 00:00:00","34"
"north west","Private Health","2021/07/01 00:00:00","620"
"free state","Private Health","2022/06/18 00:00:00","38"
"mpumalanga","Public Health","2021/08/27 00:00:00","12817"
"free state","Private Health","2022/04/14 00:00:00","799"
"northern cape","Private Health","2022/09/23 00:00:00","1"
"gauteng","Private Health","2021/06/27 00:00:00","557"
"gauteng","Public Health","2022/10/17 00:00:00","1331"
"free state","Private Health","2021/10/14 00:00:00","2988"
"eastern cape","Public Health","2022/04/27 00:00:00","1550"
"mpumalanga","Private Health","2022/04/10 00:00:00","4"
"gauteng","Private Health","2021/06/11 00:00:00","7895"
"mpumalanga","Public Health","2021/06/02 00:00:00","5340"
"gauteng","Public Health","2022/01/29 00:00:00","2980"
"kwazulu-natal","Private Health","2022/02/23 00:00:00","2725"
"kwazulu-natal","Public Health","2021/11/15 00:00:00","13386"
"north west","Private Health","2021/06/04 00:00:00","261"
"north west","Public Health","2021/03/30 00:00:00","299"
"eastern cape","Public Health","2022/11/13 00:00:00","8"
"free state","Public Health","2021/03/24 00:00:00","659"
"mpumalanga","Public Health","2022/05/06 00:00:00","3572"
"eastern cape","Public Health","2021/06/05 00:00:00","1"
"eastern cape","Private Health","2021/05/31 00:00:00","870"
"free state","Public Health","2022/09/01 00:00:00","679"
"mpumalanga","Private Health","2022/08/18 00:00:00","60"
"gauteng","Public Health","2021/04/07 00:00:00","1413"
"northern cape","Public Health","2021/02/18 00:00:00","177"
"limpopo","Public Health","2021/06/06 00:00:00","6"
"gauteng","Public Health","2022/02/10 00:00:00","13794"
"north west","Public Health","2022/07/02 00:00:00","190"
"north west","Private Health","2021/03/21 00:00:00","1"
"mpumalanga","","2022/10/24 00:00:00","1"
"kwazulu-natal","Public Health","2021/03/01 00:00:00","704"
"eastern cape","Private Health","2022/09/22 00:00:00","24"
"gauteng","Private Health","2022/05/28 00:00:00","1823"
"eastern cape","Public Health","2021/04/09 00:00:00","1119"
"north west","Public Health","2022/03/22 00:00:00","4271"
"free state","Public Health","2022/01/08 00:00:00","428"
"gauteng","Private Health","2021/07/11 00:00:00","2797"
"north west","Public Health","2022/03/24 00:00:00","5314"
"free state","Public Health","2022/08/11 00:00:00","918"
"mpumalanga","Public Health","2021/03/16 00:00:00","131"
"western cape","Public Health","2021/03/23 00:00:00","1667"
"northern cape","Private Health","2021/09/12 00:00:00","66"
"northern cape","Public Health","2022/02/06 00:00:00","103"
"kwazulu-natal","Public Health","2022/10/07 00:00:00","684"
"kwazulu-natal","Public Health","2021/05/14 00:00:00","1467"
"north west","Public Health","2021/07/02 00:00:00","6810"
"free state","Private Health","2022/03/03 00:00:00","1257"
"limpopo","Private Health","2021/07/04 00:00:00","15"
"kwazulu-natal","Public Health","2022/06/10 00:00:00","4752"
"north west","Private Health","2021/12/09 00:00:00","1877"
"gauteng","Public Health","2022/08/04 00:00:00","1494"
"north west","Private Health","2021/06/22 00:00:00","198"
"free state","Public Health","2021/11/08 00:00:00","5172"
"eastern cape","Public Health","2021/03/26 00:00:00","1153"
"mpumalanga","Public Health","2021/09/02 00:00:00","15679"
"western cape","Private Health","2022/09/02 00:00:00","140"
"western cape","Private Health","2021/09/08 00:00:00","14281"
"gauteng","Private Health","2021/09/21 00:00:00","25278"
"mpumalanga","Private Health","2021/11/11 00:00:00","1731"
"free state","Private Health","2022/11/16 00:00:00","23"
"kwazulu-natal","Private Health","2021/11/20 00:00:00","2463"
"mpumalanga","Private Health","2022/08/10 00:00:00","65"
"eastern cape","Private Health","2022/11/24 00:00:00","23"
"free state","Private Health","2022/05/02 00:00:00","91"
"northern cape","Private Health","2021/08/19 00:00:00","637"
"mpumalanga","Private Health","2021/07/22 00:00:00","1768"
"kwazulu-natal","Private Health","2022/04/07 00:00:00","1518"
"kwazulu-natal","Public Health","2021/09/11 00:00:00","7444"
"free state","Private Health","2021/10/25 00:00:00","2532"
"limpopo","Private Health","2022/06/29 00:00:00","393"
"mpumalanga","Private Health","2021/05/19 00:00:00","3"
"western cape","Public Health","2021/11/13 00:00:00","8136"
"northern cape","Private Health","2022/01/18 00:00:00","556"
"gauteng","Public Health","2022/11/04 00:00:00","652"
"north west","Private Health","2022/02/23 00:00:00","1008"
"mpumalanga","Public Health","2022/08/02 00:00:00","1281"
"eastern cape","Private Health","2021/06/01 00:00:00","1049"
"kwazulu-natal","Private Health","2022/03/05 00:00:00","2756"
"kwazulu-natal","Private Health","2021/10/02 00:00:00","5747"
"limpopo","Private Health","2021/08/31 00:00:00","4555"
"gauteng","Private Health","2021/05/15 00:00:00","833"
"free state","Public Health","2022/05/08 00:00:00","10"
"western cape","Private Health","2021/09/21 00:00:00","11133"
"free state","Private Health","2022/01/26 00:00:00","1119"
"gauteng","Public Health","2022/01/26 00:00:00","14624"
"gauteng","Private Health","2022/10/18 00:00:00","201"
"kwazulu-natal","Public Health","2022/01/15 00:00:00","2822"
"north west","Public Health","2021/03/13 00:00:00","42"
"eastern cape","Public Health","2022/10/21 00:00:00","1380"
"north west","Private Health","2021/06/08 00:00:00","246"
"free state","Private Health","2022/09/16 00:00:00","28"
"mpumalanga","Public Health","2021/11/06 00:00:00","2670"
"eastern cape","Public Health","2022/04/09 00:00:00","2072"
"western cape","Private Health","2022/10/25 00:00:00","10"
"gauteng","Public Health","2021/10/21 00:00:00","34353"
"northern cape","Public Health","2021/07/16 00:00:00","2979"
"gauteng","Public Health","2021/11/30 00:00:00","34571"
"north west","Private Health","2022/11/11 00:00:00","15"
"free state","Public Health","2021/10/29 00:00:00","10432"
"gauteng","Private Health","2021/03/26 00:00:00","1082"
"limpopo","Private Health","2022/10/19 00:00:00","53"
"mpumalanga","Public Health","2022/11/23 00:00:00","479"
"eastern cape","Private Health","2022/08/06 00:00:00","18"
"limpopo","Public Health","2021/09/10 00:00:00","11700"
"free state","Private Health","2022/03/04 00:00:00","1299"
"free state","Public Health","2021/05/27 00:00:00","4200"
"kwazulu-natal","Public Health","2022/01/24 00:00:00","10167"
"limpopo","Private Health","2022/03/16 00:00:00","1463"
"western cape","Public Health","2022/03/29 00:00:00","4966"
"north west","Private Health","2022/12/12 00:00:00","15"
"limpopo","Private Health","2021/06/27 00:00:00","1"
"free state","Private Health","2022/10/05 00:00:00","31"
"mpumalanga","Private Health","2021/10/26 00:00:00","2131"
"north west","Public Health","2021/02/26 00:00:00","550"
"free state","Private Health","2022/09/07 00:00:00","54"
"mpumalanga","Private Health","2022/04/14 00:00:00","559"
"western cape","Public Health","2021/10/28 00:00:00","23676"
"mpumalanga","Public Health","2022/06/15 00:00:00","2744"
"free state","Public Health","2022/10/21 00:00:00","222"
"mpumalanga","Private Health","2022/03/20 00:00:00","1"
"western cape","Public Health","2021/12/20 00:00:00","4728"
"mpumalanga","Public Health","2022/06/03 00:00:00","3057"
"western cape","Public Health","2021/08/17 00:00:00","25471"
"north west","Public Health","2021/09/14 00:00:00","11988"
"limpopo","Private Health","2022/06/21 00:00:00","371"
"north west","Public Health","2022/05/18 00:00:00","2678"
"northern cape","Private Health","2021/10/11 00:00:00","952"
"kwazulu-natal","Public Health","2022/11/10 00:00:00","730"
"free state","Public Health","2022/01/07 00:00:00","5475"
"western cape","Private Health","2021/12/30 00:00:00","2551"
"northern cape","Public Health","2022/05/08 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/03 00:00:00","3745"
"free state","Private Health","2021/03/11 00:00:00","88"
"western cape","Private Health","2022/10/07 00:00:00","45"
"western cape","Public Health","2022/08/27 00:00:00","9"
"kwazulu-natal","Public Health","2021/12/24 00:00:00","1589"
"limpopo","Private Health","2021/08/10 00:00:00","2507"
"mpumalanga","Public Health","2022/10/08 00:00:00","30"
"north west","Public Health","2021/09/22 00:00:00","10595"
"western cape","Public Health","2021/05/19 00:00:00","1778"
"mpumalanga","Public Health","2021/08/21 00:00:00","3106"
"gauteng","Public Health","2021/05/03 00:00:00","948"
"free state","Public Health","2022/03/17 00:00:00","5324"
"gauteng","Public Health","2022/06/18 00:00:00","565"
"limpopo","Public Health","2022/09/21 00:00:00","676"
"western cape","Public Health","2022/06/03 00:00:00","2675"
"free state","Private Health","2022/10/24 00:00:00","48"
"limpopo","Private Health","2021/06/24 00:00:00","255"
"north west","Public Health","2022/04/10 00:00:00","973"
"north west","Public Health","2022/01/05 00:00:00","3497"
"free state","Public Health","2021/06/02 00:00:00","5194"
"western cape","Private Health","2021/07/25 00:00:00","720"
"north west","Public Health","2022/11/22 00:00:00","469"
"kwazulu-natal","Private Health","2022/03/07 00:00:00","3156"
"free state","Public Health","2021/05/19 00:00:00","520"
"northern cape","Private Health","2022/11/08 00:00:00","5"
"mpumalanga","Public Health","2021/04/08 00:00:00","429"
"free state","Public Health","2021/06/03 00:00:00","4931"
"limpopo","Private Health","2021/08/14 00:00:00","214"
"gauteng","Private Health","2021/12/20 00:00:00","11768"
"free state","Public Health","2021/12/06 00:00:00","7386"
"free state","Private Health","2022/01/16 00:00:00","1"
"limpopo","Private Health","2022/03/05 00:00:00","655"
"northern cape","Public Health","2021/08/05 00:00:00","3837"
"mpumalanga","Private Health","2022/10/03 00:00:00","4"
"north west","Private Health","2022/08/13 00:00:00","37"
"northern cape","Private Health","2022/02/23 00:00:00","457"
"mpumalanga","Private Health","2021/06/06 00:00:00","1"
"gauteng","Private Health","2022/06/02 00:00:00","2723"
"limpopo","Public Health","2021/02/19 00:00:00","75"
"free state","Private Health","2022/11/01 00:00:00","6"
"north west","Private Health","2022/04/23 00:00:00","199"
"north west","Private Health","2022/02/03 00:00:00","788"
"limpopo","Public Health","2022/02/13 00:00:00","155"
"north west","Public Health","2021/05/27 00:00:00","2750"
"mpumalanga","Public Health","2021/03/12 00:00:00","167"
"western cape","Public Health","2022/04/21 00:00:00","3368"
"limpopo","Private Health","2022/01/15 00:00:00","517"
"mpumalanga","Private Health","2022/09/05 00:00:00","47"
"free state","Private Health","2022/02/14 00:00:00","884"
"free state","Private Health","2021/10/23 00:00:00","660"
"western cape","Private Health","2022/07/19 00:00:00","368"
"free state","Public Health","2021/07/19 00:00:00","11375"
"gauteng","Public Health","2021/05/11 00:00:00","2571"
"western cape","Private Health","2022/08/14 00:00:00","5"
"free state","Public Health","2021/08/29 00:00:00","1141"
"free state","Private Health","2022/06/25 00:00:00","35"
"eastern cape","Public Health","2021/10/21 00:00:00","18251"
"free state","Private Health","2022/08/09 00:00:00","18"
"western cape","Private Health","2021/03/31 00:00:00","495"
"limpopo","Public Health","2021/09/12 00:00:00","115"
"gauteng","Public Health","2022/07/15 00:00:00","1390"
"gauteng","Public Health","2022/02/25 00:00:00","16685"
"kwazulu-natal","Public Health","2022/01/25 00:00:00","10319"
"north west","Public Health","2022/06/28 00:00:00","862"
"north west","Private Health","2022/01/08 00:00:00","252"
"western cape","Private Health","2021/06/28 00:00:00","3108"
"north west","Private Health","2022/04/29 00:00:00","909"
"western cape","Private Health","2022/12/07 00:00:00","25"
"north west","Private Health","2021/12/06 00:00:00","2240"
"northern cape","Public Health","2021/09/30 00:00:00","2132"
"kwazulu-natal","Public Health","2022/11/30 00:00:00","621"
"northern cape","Public Health","2022/02/02 00:00:00","729"
"kwazulu-natal","Private Health","2022/01/23 00:00:00","441"
"western cape","Private Health","2022/11/18 00:00:00","34"
"free state","Private Health","2021/07/08 00:00:00","1200"
"eastern cape","Private Health","2021/10/12 00:00:00","3590"
"western cape","Private Health","2022/04/11 00:00:00","2480"
"gauteng","Public Health","2022/07/04 00:00:00","2152"
"limpopo","Private Health","2022/08/02 00:00:00","231"
"north west","Private Health","2022/03/14 00:00:00","1118"
"eastern cape","Public Health","2022/05/21 00:00:00","410"
"eastern cape","Private Health","2022/09/19 00:00:00","25"
"limpopo","Public Health","2021/03/26 00:00:00","563"
"kwazulu-natal","Public Health","2022/06/19 00:00:00","440"
"mpumalanga","Public Health","2021/10/25 00:00:00","8988"
"kwazulu-natal","Private Health","2022/01/07 00:00:00","4005"
"mpumalanga","Public Health","2021/07/24 00:00:00","1089"
"northern cape","Public Health","2022/06/08 00:00:00","1149"
"north west","Private Health","2022/03/11 00:00:00","1386"
"gauteng","Private Health","2021/12/13 00:00:00","14397"
"gauteng","Public Health","2021/03/12 00:00:00","1156"
"kwazulu-natal","Private Health","2022/08/14 00:00:00","4"
"western cape","Public Health","2022/09/05 00:00:00","531"
"north west","Public Health","2021/03/12 00:00:00","211"
"mpumalanga","Public Health","2022/05/08 00:00:00","112"
"northern cape","Private Health","2021/12/16 00:00:00","66"
"limpopo","Private Health","2022/09/18 00:00:00","1"
"limpopo","Public Health","2022/06/22 00:00:00","4428"
"free state","Public Health","2022/08/12 00:00:00","598"
"north west","Private Health","2021/06/01 00:00:00","384"
"mpumalanga","Public Health","2022/11/04 00:00:00","672"
"eastern cape","Public Health","2021/04/06 00:00:00","962"
"free state","Public Health","2022/03/07 00:00:00","6171"
"eastern cape","Private Health","2022/07/29 00:00:00","199"
"western cape","Public Health","2021/12/04 00:00:00","5391"
"western cape","Public Health","2022/01/25 00:00:00","7372"
"free state","Public Health","2021/10/01 00:00:00","9515"
"western cape","Private Health","2022/01/20 00:00:00","4776"
"kwazulu-natal","Public Health","2021/09/06 00:00:00","18908"
"kwazulu-natal","Private Health","2021/03/16 00:00:00","959"
"limpopo","Private Health","2021/07/27 00:00:00","3943"
"limpopo","Private Health","2021/12/07 00:00:00","2155"
"free state","Public Health","2022/10/17 00:00:00","213"
"limpopo","Private Health","2022/04/02 00:00:00","376"
"limpopo","Public Health","2022/06/03 00:00:00","4923"
"mpumalanga","Public Health","2022/10/03 00:00:00","372"
"eastern cape","Public Health","2021/02/19 00:00:00","233"
"gauteng","Private Health","2021/12/05 00:00:00","1804"
"eastern cape","Public Health","2021/07/29 00:00:00","21965"
"gauteng","Private Health","2022/09/03 00:00:00","468"
"eastern cape","Private Health","2021/12/16 00:00:00","265"
"free state","Private Health","2022/06/24 00:00:00","258"
"western cape","Public Health","2021/03/19 00:00:00","352"
"eastern cape","Private Health","2021/06/28 00:00:00","1430"
"eastern cape","Private Health","2021/03/23 00:00:00","251"
"limpopo","Public Health","2022/04/28 00:00:00","7456"
"northern cape","Public Health","2022/02/23 00:00:00","1083"
"kwazulu-natal","Private Health","2022/07/19 00:00:00","221"
"northern cape","Private Health","2022/02/25 00:00:00","543"
"western cape","Public Health","2021/11/20 00:00:00","2129"
"gauteng","Public Health","2021/05/05 00:00:00","1657"
"western cape","Private Health","2021/02/20 00:00:00","733"
"eastern cape","Public Health","2022/05/24 00:00:00","8512"
"mpumalanga","Private Health","2021/10/19 00:00:00","2360"
"limpopo","Public Health","2021/07/15 00:00:00","23837"
"eastern cape","Public Health","2022/03/31 00:00:00","7109"
"kwazulu-natal","Public Health","2022/03/19 00:00:00","1645"
"mpumalanga","Private Health","2022/02/12 00:00:00","208"
"free state","Private Health","2022/05/25 00:00:00","663"
"gauteng","Public Health","2022/09/21 00:00:00","1030"
"kwazulu-natal","Public Health","2022/08/12 00:00:00","2019"
"free state","Public Health","2021/06/04 00:00:00","5515"
"kwazulu-natal","Public Health","2021/12/01 00:00:00","16201"
"north west","Private Health","2022/04/25 00:00:00","1039"
"eastern cape","Public Health","2021/09/23 00:00:00","16479"
"eastern cape","Public Health","2022/07/07 00:00:00","2159"
"northern cape","Private Health","2022/06/27 00:00:00","54"
"free state","Public Health","2022/05/20 00:00:00","2390"
"mpumalanga","Public Health","2022/04/21 00:00:00","4417"
"gauteng","Private Health","2021/12/14 00:00:00","15181"
"gauteng","Private Health","2021/08/27 00:00:00","40698"
"mpumalanga","Public Health","2022/01/06 00:00:00","4475"
"northern cape","Private Health","2021/12/04 00:00:00","301"
"limpopo","Private Health","2021/08/01 00:00:00","5"
"mpumalanga","Private Health","2021/05/13 00:00:00","1"
"north west","Private Health","2022/09/01 00:00:00","32"
"gauteng","Private Health","2022/05/03 00:00:00","5532"
"kwazulu-natal","Private Health","2021/08/17 00:00:00","7282"
"eastern cape","Private Health","2022/10/04 00:00:00","19"
"kwazulu-natal","Public Health","2022/03/15 00:00:00","9472"
"north west","Public Health","2022/04/09 00:00:00","1389"
"eastern cape","Public Health","2022/06/13 00:00:00","4621"
"gauteng","Private Health","2021/08/23 00:00:00","34016"
"free state","Public Health","2021/10/03 00:00:00","3275"
"north west","Public Health","2021/12/23 00:00:00","1934"
"north west","Private Health","2021/06/09 00:00:00","172"
"gauteng","Public Health","2022/04/14 00:00:00","6181"
"eastern cape","Private Health","2022/11/22 00:00:00","9"
"eastern cape","Private Health","2022/05/25 00:00:00","662"
"north west","Public Health","2022/04/30 00:00:00","939"
"north west","Private Health","2021/09/20 00:00:00","3867"
"gauteng","Private Health","2021/07/20 00:00:00","27441"
"limpopo","Public Health","2022/08/02 00:00:00","1127"
"eastern cape","Private Health","2021/03/04 00:00:00","351"
"western cape","Public Health","2021/10/26 00:00:00","23272"
"northern cape","Public Health","2021/03/29 00:00:00","204"
"north west","Public Health","2022/07/15 00:00:00","378"
"north west","Public Health","2021/10/12 00:00:00","9857"
"mpumalanga","Private Health","2022/11/28 00:00:00","3"
"free state","Private Health","2022/07/15 00:00:00","100"
"kwazulu-natal","Public Health","2022/11/11 00:00:00","745"
"northern cape","Private Health","2022/05/29 00:00:00","64"
"limpopo","Public Health","2022/04/10 00:00:00","234"
"western cape","Public Health","2021/04/07 00:00:00","990"
"eastern cape","Public Health","2021/08/28 00:00:00","2372"
"north west","Private Health","2022/01/10 00:00:00","1596"
"north west","Public Health","2022/04/07 00:00:00","3951"
"limpopo","Public Health","2021/06/14 00:00:00","18273"
"free state","Public Health","2022/04/04 00:00:00","3172"
"north west","Private Health","2021/12/19 00:00:00","12"
"kwazulu-natal","Private Health","2022/10/20 00:00:00","37"
"limpopo","Private Health","2021/08/02 00:00:00","2971"
"kwazulu-natal","Public Health","2021/10/26 00:00:00","19852"
"gauteng","Public Health","2021/06/16 00:00:00","66"
"western cape","Private Health","2022/01/22 00:00:00","1157"
"gauteng","Public Health","2022/06/28 00:00:00","2588"
"limpopo","Public Health","2022/10/12 00:00:00","1098"
"gauteng","Private Health","2022/09/06 00:00:00","341"
"eastern cape","Private Health","2022/04/28 00:00:00","1084"
"western cape","Public Health","2021/06/13 00:00:00","1"
"kwazulu-natal","Private Health","2022/07/24 00:00:00","1"
"eastern cape","Public Health","2021/09/30 00:00:00","11191"
"free state","Public Health","2021/02/19 00:00:00","287"
"eastern cape","Public Health","2021/10/07 00:00:00","18237"
"north west","Public Health","2022/04/12 00:00:00","3535"
"limpopo","Private Health","2021/07/17 00:00:00","290"
"limpopo","Private Health","2021/10/29 00:00:00","3292"
"kwazulu-natal","Private Health","2022/08/17 00:00:00","130"
"gauteng","Private Health","2022/09/30 00:00:00","396"
